birthday,wanted_annualpay,annualpay
30,500,450
35,550,450
38,650,450
39,500,450
39,450,450
46,450,450
27,450,450
34,650,450
51,450,450
45,450,450
51,500,450
52,550,450
43,450,450
42,400,450
41,600,450
45,450,450
31,400,450
30,450,450
44,450,450
35,500,450
33,400,450
43,450,450
32,500,450
36,450,450
42,500,450
39,500,450
45,400,450
46,450,450
34,500,450
37,550,450
27,450,450
42,450,450
33,450,450
35,450,450
42,500,450
29,500,450
49,650,450
28,650,450
54,450,450
39,450,450
42,200,450
45,400,450
39,400,450
24,300,450
44,500,450
45,450,450
36,400,450
53,300,450
47,600,450
46,450,450
40,400,450
29,650,450
27,450,450
43,650,450
36,500,450
44,550,450
41,400,450
42,500,450
37,500,450
46,450,450
40,500,450
37,450,450
37,400,450
33,450,450
39,500,450
47,450,450
42,500,450
46,450,450
44,400,450
29,450,450
39,450,450
27,450,450
36,600,450
34,450,450
48,500,450
52,500,450
45,450,450
33,450,450
49,450,450
37,450,450
27,450,450
38,550,450
36,450,450
33,450,450
42,400,450
42,400,450
41,450,450
39,550,450
50,500,450
35,550,450
25,400,450
25,450,450
32,400,450
32,400,450
33,450,450
48,500,450
45,300,450
44,450,450
43,450,450
28,650,450
24,550,450
48,450,450
41,500,450
30,500,450
32,500,450
44,450,450
47,450,450
41,200,450
46,400,450
37,550,450
38,450,450
38,450,450
33,600,450
41,400,450
38,450,450
34,450,450
25,350,450
25,400,450
40,450,450
50,450,450
48,550,450
32,400,450
49,650,450
47,500,450
37,300,450
32,450,450
49,500,450
42,450,450
30,550,450
44,450,450
40,500,450
40,400,450
39,650,450
43,500,450
38,450,450
40,550,450
42,450,450
47,400,450
42,400,450
33,650,450
44,450,450
26,400,450
36,500,450
52,450,450
37,400,450
31,500,450
45,450,450
32,500,450
44,350,450
46,450,450
34,500,450
30,450,450
41,500,450
33,400,450
44,450,450
33,500,450
27,450,450
41,500,450
27,450,450
44,450,450
45,450,450
33,450,450
39,550,450
37,550,450
38,450,450
45,500,450
34,550,450
48,500,450
47,500,450
48,650,450
42,400,450
48,400,450
29,450,450
46,650,450
48,500,450
31,450,450
35,500,450
43,550,450
35,400,450
58,550,450
44,550,450
32,450,450
36,500,450
48,450,450
42,500,450
37,450,450
35,450,450
50,450,450
34,500,450
46,450,450
29,450,450
35,500,450
47,500,450
29,300,450
46,650,450
44,500,450
41,400,450
48,450,450
58,450,450
34,650,450
26,450,450
35,550,450
34,450,450
42,500,450
30,650,450
37,500,450
55,450,450
30,450,450
35,650,450
40,550,450
40,450,450
40,550,450
45,450,450
27,350,450
33,450,450
34,550,450
30,400,500
49,450,500
35,400,500
47,500,500
46,550,500
44,500,500
37,550,500
49,550,500
44,550,500
40,500,500
50,550,500
47,500,500
38,500,500
47,400,500
30,550,500
43,650,500
48,500,500
38,500,500
51,700,500
41,550,500
35,350,500
45,500,500
40,450,500
37,550,500
46,400,500
37,500,500
40,500,500
28,750,500
42,450,500
39,450,500
49,500,500
44,600,500
49,300,500
28,500,500
35,350,500
49,400,500
31,500,500
33,500,500
40,500,500
39,500,500
39,500,500
16,400,500
30,500,500
36,500,500
50,500,500
55,600,500
49,450,500
46,500,500
45,250,500
50,400,500
27,500,500
37,350,500
43,450,500
53,600,500
44,550,500
52,550,500
50,500,500
35,400,500
32,500,500
47,550,500
51,450,500
47,500,500
45,550,500
49,200,500
41,500,500
48,500,500
35,500,500
38,450,500
51,500,500
50,550,500
32,400,500
36,500,500
40,200,500
32,500,500
26,850,500
40,450,500
30,450,500
44,350,500
42,650,500
39,550,500
52,500,500
26,500,500
42,600,500
50,650,500
46,550,500
43,550,500
49,450,500
30,550,500
42,500,500
48,500,500
50,500,500
43,450,500
39,500,500
43,500,500
32,550,500
44,500,500
44,700,500
46,500,500
39,600,500
34,700,500
56,400,500
40,550,500
30,500,500
40,500,500
39,200,500
38,450,500
30,450,500
30,650,500
47,650,500
35,500,500
30,550,500
39,500,500
42,550,500
38,550,500
28,400,500
35,650,500
30,450,500
37,550,500
41,400,500
40,500,500
40,500,500
32,650,500
48,2000,500
50,450,500
42,550,500
35,650,500
34,650,500
44,550,500
32,450,500
49,200,500
47,400,500
35,600,500
33,500,500
38,450,500
36,600,500
41,500,500
39,300,500
38,600,500
45,600,500
40,550,500
44,450,500
50,450,500
39,650,500
39,400,500
54,350,500
53,500,500
44,500,500
44,300,500
49,600,500
31,550,500
52,550,500
36,550,500
36,550,500
49,400,500
42,500,500
37,850,500
48,600,500
43,550,500
49,500,500
49,350,500
39,550,500
34,550,500
41,400,500
50,500,500
28,550,500
29,650,500
40,500,500
48,500,500
47,550,500
39,550,500
44,500,500
49,550,500
42,350,500
40,500,500
48,550,500
44,450,500
45,550,500
42,550,500
41,500,500
35,650,500
34,400,500
47,650,500
38,200,500
41,500,500
44,450,500
46,400,500
43,600,500
41,400,500
31,650,500
45,550,500
47,450,500
46,650,500
46,550,500
36,450,500
45,450,500
60,1000,500
27,300,500
40,400,500
41,550,500
39,500,500
48,500,500
45,450,500
32,550,500
37,650,500
38,500,500
48,500,500
40,450,500
35,650,500
47,500,500
39,500,500
48,550,500
29,300,500
41,550,500
35,400,500
36,500,500
43,500,500
50,300,500
33,400,500
39,500,500
44,550,500
49,550,500
41,450,500
41,550,500
30,550,500
42,500,500
47,550,500
42,500,500
52,500,500
32,550,500
33,400,500
41,500,500
51,450,500
44,500,500
61,400,500
43,500,500
50,500,500
31,450,500
48,500,500
26,400,500
39,600,500
49,450,500
42,550,500
42,500,500
50,500,500
44,550,500
41,650,500
44,550,500
32,400,500
37,500,500
40,700,500
39,500,500
30,650,500
39,500,500
49,400,500
39,500,500
50,500,500
42,600,500
41,650,500
28,350,500
46,600,500
39,650,500
15,400,500
46,550,500
57,600,500
49,450,500
44,500,500
49,500,500
43,500,500
34,550,500
41,700,500
57,450,500
32,450,500
43,400,500
37,650,500
41,500,500
31,550,500
39,550,500
44,500,500
37,550,500
40,650,500
37,600,500
36,500,500
47,650,500
49,400,500
26,500,500
57,450,500
40,350,500
27,500,500
28,550,500
47,550,500
42,600,500
40,400,500
29,500,500
50,650,500
48,900,500
39,600,500
45,500,500
45,500,500
37,550,500
43,650,500
47,500,500
37,550,500
27,550,500
30,650,500
31,400,500
46,550,500
49,650,500
38,500,500
43,700,500
47,650,500
48,450,500
32,700,500
32,450,500
27,600,500
41,550,500
42,500,500
39,400,500
30,550,500
41,450,500
42,400,500
46,500,500
36,550,500
49,550,500
36,500,500
38,500,500
49,550,500
40,500,500
41,600,500
34,550,500
50,600,500
46,550,500
47,550,500
44,500,500
48,600,500
43,550,500
35,450,500
48,450,500
46,450,500
42,500,500
31,450,500
34,500,500
30,500,500
47,600,500
43,600,500
39,550,500
23,500,500
46,950,500
37,500,500
34,500,500
48,400,500
42,500,500
46,550,500
44,500,500
47,650,500
46,650,500
43,550,500
45,550,500
39,400,500
49,650,500
40,500,500
49,500,500
39,550,500
31,550,500
42,650,500
42,550,500
48,450,500
34,650,500
46,500,500
34,450,500
45,500,500
35,450,500
48,400,500
28,550,500
48,600,500
44,500,500
41,450,500
34,400,500
44,550,500
44,200,500
43,550,500
35,500,500
44,450,500
42,450,500
35,450,500
33,650,500
47,250,500
40,650,500
41,650,500
47,500,500
27,500,500
46,650,500
32,550,500
41,650,500
43,500,500
35,500,500
33,500,500
31,500,500
60,400,500
26,650,500
42,650,500
39,550,500
31,500,500
34,650,500
31,650,500
36,600,500
42,500,500
51,550,500
49,650,500
47,300,500
43,550,500
45,550,500
47,500,500
45,500,500
32,250,500
45,450,500
29,550,500
39,400,500
39,550,500
49,250,500
44,400,500
27,400,500
48,450,500
39,500,500
36,350,500
44,500,500
44,750,500
35,700,500
46,400,500
26,650,500
45,550,500
42,500,500
33,550,500
41,400,500
41,450,500
34,550,500
44,400,500
50,800,500
37,500,500
26,400,500
47,500,500
29,450,500
50,500,500
43,400,500
34,450,500
47,650,500
41,550,500
38,450,500
36,550,500
30,600,500
37,550,500
42,300,500
42,550,500
44,500,500
41,500,500
38,500,500
49,600,500
45,400,500
44,500,500
39,550,500
48,600,500
47,600,500
39,750,500
38,350,500
44,450,500
36,500,500
40,500,500
45,600,500
43,550,500
37,400,500
40,650,500
42,400,500
36,500,500
40,550,500
46,550,500
45,400,500
37,500,500
37,550,500
33,400,500
42,450,500
49,550,500
47,450,500
27,350,500
35,500,500
45,550,500
29,450,500
43,550,500
37,700,500
40,500,500
26,400,500
35,500,500
43,650,500
42,600,500
50,650,500
49,950,500
43,350,500
24,500,500
38,600,500
47,450,500
40,600,500
45,500,500
49,200,500
35,500,500
30,500,500
32,650,500
45,500,500
45,500,500
42,550,500
42,500,500
36,400,500
48,600,500
47,500,500
42,600,500
40,550,500
42,550,500
34,500,500
46,550,500
44,450,500
36,550,500
44,250,500
34,500,500
41,500,500
49,550,500
40,500,500
43,550,500
33,500,500
42,650,500
31,500,500
47,550,500
43,500,500
28,500,500
34,600,500
57,500,500
38,550,500
45,550,500
35,500,500
36,450,500
35,650,500
42,400,500
29,600,500
38,500,500
48,200,500
38,600,500
45,600,500
56,500,500
44,450,500
58,350,500
46,500,500
26,550,500
35,650,500
28,400,500
43,550,500
51,550,500
50,550,500
39,500,500
31,450,500
33,550,500
44,450,500
42,550,500
40,400,500
46,500,500
44,500,500
41,700,500
59,550,500
39,500,500
25,550,500
60,500,500
40,500,500
40,550,500
38,550,500
42,650,500
40,500,500
40,600,500
25,650,500
42,550,500
26,300,500
30,450,500
37,400,500
38,750,500
40,550,500
36,550,500
43,650,500
37,650,500
29,450,500
36,550,500
33,600,500
40,450,500
50,250,500
46,650,500
43,700,500
38,350,500
49,550,500
48,400,500
34,550,500
37,500,500
38,350,500
40,650,500
47,300,500
34,450,500
27,450,500
33,550,500
44,450,500
37,550,500
39,650,500
28,500,500
40,500,500
41,450,500
40,500,500
44,350,500
50,450,500
49,550,500
38,600,500
50,650,500
48,500,500
29,600,500
24,550,500
42,500,500
39,550,500
31,500,500
29,450,500
44,450,500
41,550,500
35,550,500
44,200,500
48,550,500
41,650,500
47,650,500
41,500,500
44,350,500
32,500,500
29,750,500
40,650,500
45,500,500
43,750,500
35,650,500
37,400,500
53,650,500
49,400,500
46,500,500
39,500,500
50,500,500
29,500,500
29,500,500
44,550,500
40,550,500
43,600,500
47,450,500
44,550,500
29,500,500
50,500,500
27,650,500
44,500,500
42,550,500
27,650,500
43,650,500
42,500,500
51,450,500
51,650,500
22,450,500
48,700,500
37,650,500
47,550,500
45,500,500
49,500,500
43,500,500
41,600,500
42,500,500
43,500,500
41,400,500
28,450,500
39,650,500
37,500,500
28,700,500
48,500,500
48,550,500
38,450,500
29,350,500
44,450,500
37,500,500
37,450,500
46,450,500
44,800,500
47,450,500
37,550,500
44,650,500
33,450,500
45,550,500
41,500,500
43,550,500
49,500,500
42,450,500
41,400,500
37,500,500
34,650,500
52,500,500
36,450,500
39,600,500
44,500,500
37,500,500
38,450,500
38,450,500
38,500,500
40,400,500
28,550,500
43,500,500
40,600,500
40,350,500
31,500,500
41,550,500
42,500,500
47,550,500
47,400,500
44,600,500
36,500,500
47,550,500
40,400,500
44,550,500
39,650,500
33,650,500
39,450,500
30,400,500
49,450,500
47,350,500
42,500,500
29,450,500
39,650,500
44,450,500
50,500,500
48,550,500
42,400,500
29,450,500
48,350,500
45,550,500
42,400,500
32,500,500
48,550,500
54,500,500
50,650,500
38,450,500
29,450,500
28,500,500
37,550,500
31,450,500
46,500,500
40,450,500
49,450,500
36,550,500
49,500,500
39,600,500
34,550,500
48,450,500
46,500,500
35,550,500
31,550,500
39,700,500
37,400,500
40,500,500
31,400,500
43,550,500
48,650,500
45,500,500
31,550,500
49,550,500
45,550,500
41,650,500
39,500,500
33,450,500
30,500,500
50,600,500
46,600,500
48,300,500
47,650,500
35,550,500
32,500,500
46,600,500
38,550,500
45,650,500
43,450,500
56,450,500
39,500,500
40,500,500
33,500,500
60,350,500
25,650,500
36,500,500
46,450,500
48,500,500
42,500,500
48,500,500
44,450,500
44,500,500
42,450,500
30,550,500
46,650,500
29,500,500
30,450,500
34,550,500
32,450,500
30,650,500
32,450,500
38,500,500
62,450,500
33,450,500
36,450,500
48,450,500
43,350,500
46,650,500
31,650,500
40,450,500
30,500,500
44,400,500
47,450,500
44,500,500
35,650,500
35,650,500
39,600,500
39,600,500
39,650,500
30,400,500
40,400,500
34,350,500
52,300,500
31,500,500
35,650,500
40,500,500
50,950,500
34,350,500
54,350,500
37,550,500
35,400,500
48,450,500
47,650,500
43,650,500
50,550,500
42,350,500
35,650,500
41,550,500
45,550,500
44,650,500
39,500,500
40,650,500
37,550,500
34,450,500
44,500,500
43,500,500
47,600,500
43,450,500
36,550,500
37,500,500
43,450,500
43,550,500
38,700,500
34,550,500
43,400,500
45,500,500
39,400,500
42,600,500
42,400,500
46,500,500
44,600,500
49,400,500
39,500,500
40,500,500
41,650,500
46,600,500
43,200,500
48,400,500
32,400,500
37,550,500
44,600,500
30,450,500
48,550,500
43,500,500
42,650,500
35,350,500
40,500,500
46,650,500
44,600,500
43,500,500
45,450,500
43,500,500
45,500,500
45,200,500
36,550,500
32,550,500
55,650,500
37,450,500
24,500,500
46,450,500
34,500,500
42,600,500
49,700,500
60,800,500
41,650,500
36,550,500
44,450,500
47,200,500
49,600,500
58,450,500
49,500,500
46,500,500
34,650,500
49,550,500
52,600,500
40,500,500
40,400,500
41,500,500
42,400,500
55,400,500
42,450,500
45,500,500
41,500,500
49,450,500
48,550,500
37,500,500
40,600,500
46,500,500
49,600,500
34,350,500
42,500,500
46,550,500
45,500,500
42,550,500
30,550,500
47,200,500
42,350,500
35,600,500
37,450,500
41,500,500
33,450,500
45,550,500
41,500,500
35,500,500
50,600,500
50,500,500
29,450,500
35,450,500
38,400,500
37,650,500
32,500,500
45,550,500
41,500,500
24,650,500
41,550,500
42,500,500
42,650,500
32,500,500
49,500,500
47,400,500
27,500,500
47,450,500
40,500,500
42,450,500
39,450,500
46,650,500
39,550,500
50,500,500
51,500,500
37,600,500
23,650,500
30,500,500
32,650,500
38,500,500
44,650,500
42,550,500
42,500,500
48,450,500
45,500,500
29,500,500
33,450,500
42,550,500
37,350,500
43,600,500
35,500,500
46,600,500
56,200,500
33,600,500
41,650,500
42,500,500
33,650,500
45,400,500
37,600,500
34,450,500
47,650,500
36,450,500
29,500,500
36,400,500
49,350,500
35,400,500
50,500,500
42,500,500
48,500,500
48,450,500
32,500,500
45,500,500
50,550,500
41,500,500
43,550,500
39,600,500
36,500,500
36,600,500
43,550,500
36,550,500
34,650,500
46,500,500
40,400,500
35,500,500
44,750,500
32,500,500
44,500,500
34,500,500
40,2000,500
45,650,500
48,450,500
50,500,500
37,600,500
41,500,500
36,500,500
43,300,500
41,600,500
40,400,500
28,550,500
64,450,500
35,550,500
39,550,500
43,350,500
63,450,500
42,550,500
49,500,500
44,500,500
29,650,500
45,650,500
42,450,500
32,400,500
41,500,500
47,550,500
36,550,500
41,650,500
51,550,500
36,550,500
38,550,500
44,650,500
42,600,500
46,550,500
41,500,500
43,650,500
38,650,500
41,400,500
43,500,500
41,500,500
32,650,500
45,2000,500
39,650,500
32,500,500
33,650,500
31,450,500
48,650,500
40,500,500
45,650,500
27,650,500
41,500,500
42,400,500
23,800,500
37,500,500
64,450,500
37,450,500
31,550,500
49,500,500
46,500,500
42,550,500
57,550,500
34,750,500
42,450,500
49,650,500
37,550,500
48,650,500
53,550,500
32,800,500
38,450,500
59,650,500
32,450,500
55,500,500
35,500,500
43,500,500
40,550,500
35,900,500
36,500,500
32,450,500
39,650,500
38,500,500
40,400,500
54,500,500
48,650,500
35,450,500
50,700,500
52,550,500
50,450,500
28,500,500
44,550,500
49,450,500
34,550,500
39,650,500
57,550,500
35,650,500
44,350,500
50,500,500
34,450,500
39,500,500
50,350,500
45,550,500
45,450,500
44,450,500
31,450,500
40,500,500
41,650,500
30,500,500
43,400,500
43,200,500
27,450,500
48,500,500
35,550,500
36,500,500
59,450,500
26,400,500
48,550,500
34,500,500
48,350,500
48,550,500
41,550,500
51,400,500
49,750,500
46,450,500
35,550,500
32,550,500
41,350,500
49,450,500
33,650,500
45,450,500
50,500,500
43,350,500
39,600,500
45,650,500
37,500,500
50,400,500
43,600,500
38,500,500
47,400,500
38,600,500
30,450,500
42,500,500
35,450,500
40,650,500
28,400,500
48,500,500
48,450,500
43,500,500
24,450,500
37,550,500
48,550,500
33,500,500
40,450,500
49,650,500
38,450,500
43,650,500
44,500,500
51,500,500
31,550,500
30,650,500
48,600,500
40,650,500
37,550,500
31,500,500
37,200,500
34,500,500
37,550,500
37,650,500
36,500,500
42,550,500
30,500,500
42,400,500
45,500,500
48,550,500
29,600,500
44,500,500
37,550,500
48,550,500
44,450,500
45,500,500
25,400,500
49,550,500
47,550,500
56,500,500
40,550,500
29,450,500
39,400,500
46,2000,500
46,500,500
37,500,500
48,550,500
53,600,500
39,600,500
23,600,500
50,750,500
44,550,500
41,450,500
45,550,500
43,550,500
38,650,500
32,450,500
28,650,500
41,500,500
43,550,500
34,500,500
55,550,500
35,550,500
28,350,500
36,550,500
46,450,500
42,450,500
33,400,500
41,550,500
50,650,500
39,550,500
42,550,500
36,500,500
33,500,500
29,500,500
28,650,500
46,550,500
34,750,500
29,600,500
37,500,500
35,550,500
39,450,500
36,600,500
50,550,500
46,450,500
50,550,500
44,600,500
29,450,500
47,500,500
42,500,500
42,450,500
47,550,500
45,650,500
34,450,500
35,650,500
38,500,500
47,650,500
47,400,500
48,500,500
41,500,500
49,500,500
31,400,500
41,450,500
32,500,500
47,500,500
46,350,500
51,500,500
35,550,500
50,500,500
25,350,500
44,600,500
40,350,500
42,500,500
33,450,500
54,650,500
29,650,500
39,700,500
30,550,500
45,650,500
47,400,500
47,500,500
50,400,500
28,650,500
44,200,500
70,500,500
42,500,500
41,450,500
40,350,500
42,400,500
42,550,500
39,450,500
42,650,500
57,450,500
57,450,500
39,400,500
34,500,500
47,500,500
35,500,500
38,550,500
37,500,500
36,2000,500
38,500,500
40,500,500
30,350,500
54,750,500
43,500,500
32,650,500
33,650,500
27,650,500
42,500,500
41,700,500
32,550,500
46,650,500
44,450,500
38,650,500
45,500,500
30,400,500
39,600,500
45,500,500
43,500,500
40,450,500
48,200,500
41,500,500
44,300,500
27,500,500
54,500,500
30,650,500
47,600,500
36,500,500
48,500,500
35,500,500
41,500,500
42,450,500
34,550,500
47,450,500
39,300,500
33,650,500
34,500,500
38,500,500
49,550,500
39,350,500
40,350,500
44,550,500
45,450,500
49,500,500
47,550,500
61,550,500
43,550,500
41,600,500
35,650,500
50,500,500
38,450,500
43,550,500
46,500,500
45,450,500
25,650,500
27,550,500
41,550,500
32,450,500
38,500,500
37,550,500
48,400,500
47,500,500
61,500,500
42,500,500
43,550,500
43,500,500
36,650,500
46,450,500
39,400,500
39,650,500
53,500,500
46,450,500
45,350,500
42,450,500
65,350,500
38,550,500
36,300,500
49,500,500
34,250,500
38,500,500
27,600,500
44,550,500
44,400,500
38,550,500
47,500,500
34,500,500
42,500,500
43,800,500
45,500,500
28,500,500
46,650,500
52,450,500
26,500,500
58,500,500
41,350,500
51,500,500
34,350,500
42,450,500
47,350,500
40,450,500
39,450,500
37,550,500
43,450,500
50,550,500
35,500,500
44,500,500
50,500,500
36,550,500
49,500,500
44,500,500
50,500,500
45,450,500
43,450,500
49,550,500
46,550,500
41,450,500
38,400,500
44,550,500
35,550,500
27,450,500
45,400,500
45,550,500
53,650,500
36,600,500
47,550,500
38,450,500
41,250,500
29,450,500
52,500,500
41,700,500
44,450,500
42,550,500
50,400,500
36,400,500
38,500,500
48,650,500
42,450,500
34,450,500
58,350,500
32,750,500
44,600,500
40,200,500
45,650,500
38,600,500
40,550,500
39,500,500
46,500,500
45,550,500
37,550,500
48,600,500
50,500,500
49,200,500
39,550,500
40,550,500
46,400,500
42,450,500
40,500,500
43,550,500
44,500,500
25,350,500
39,500,500
37,650,500
40,550,500
35,450,500
46,650,500
43,500,500
37,500,500
49,450,500
32,500,500
41,550,500
26,450,500
57,400,500
45,500,500
44,300,500
52,500,500
34,450,500
39,400,500
46,650,500
55,550,500
41,650,500
36,500,500
44,550,500
57,300,500
41,450,500
44,500,500
46,550,500
32,300,500
44,400,500
42,500,500
33,500,500
37,500,500
44,500,500
46,450,500
34,600,500
48,550,500
61,450,500
49,550,500
55,500,500
51,650,500
36,500,500
29,350,500
38,500,500
41,650,500
43,500,500
36,400,500
42,450,500
39,650,500
54,600,500
41,250,500
45,400,500
42,600,500
57,500,500
32,650,500
44,550,500
46,500,500
35,600,500
47,550,500
45,650,500
66,350,500
32,450,500
36,400,500
37,600,500
32,500,500
35,650,500
34,600,500
44,350,500
39,500,500
35,550,500
49,500,500
39,500,500
46,450,500
31,500,500
42,650,500
35,650,500
39,500,500
36,500,500
43,600,500
49,450,500
47,300,500
40,500,500
40,500,500
34,600,500
31,450,500
49,450,500
48,550,500
39,500,500
46,450,500
30,550,500
36,550,500
30,450,500
43,600,500
49,600,500
35,450,500
45,200,500
40,500,500
50,900,500
50,400,500
48,500,500
37,400,500
29,500,500
52,500,500
42,650,500
45,650,500
49,500,500
37,500,500
46,500,500
43,650,500
37,650,500
45,350,500
46,550,500
41,350,500
62,500,500
41,400,500
46,500,500
30,500,500
46,550,500
37,450,500
30,500,500
38,550,500
56,650,500
35,550,500
30,550,500
38,550,500
40,450,500
40,550,500
37,400,500
43,550,500
44,550,500
49,500,500
47,550,500
47,350,500
48,750,500
41,500,500
46,400,500
38,650,500
42,550,500
41,500,500
32,500,500
46,550,500
50,950,500
42,600,500
63,450,500
50,500,500
45,550,500
50,650,500
46,300,500
31,500,500
41,550,500
41,600,500
26,500,500
38,650,500
29,450,500
39,500,500
55,500,500
32,350,500
44,600,500
45,550,500
42,550,500
42,450,500
60,350,500
49,550,500
40,500,500
30,500,500
49,250,500
51,550,500
44,650,500
33,400,500
54,350,500
42,600,500
51,400,500
31,650,500
36,550,500
43,450,500
48,2000,500
26,250,500
46,500,500
27,600,500
37,450,500
50,450,500
42,550,500
46,550,500
40,500,500
46,600,500
49,650,500
33,450,500
35,500,500
32,450,500
32,400,500
45,500,500
60,500,500
46,550,500
45,500,500
48,550,500
36,650,500
35,600,500
45,400,500
36,550,500
23,650,500
41,650,500
50,500,500
40,650,500
44,550,500
34,550,500
53,550,500
45,550,500
34,550,500
34,500,500
42,500,500
45,550,500
48,550,500
31,550,500
43,500,500
37,550,500
46,600,500
46,950,500
44,450,500
34,500,500
27,600,500
45,500,500
41,450,500
48,550,500
42,750,500
46,650,500
40,500,500
34,500,500
35,500,500
43,500,500
60,350,500
39,550,500
44,500,500
42,450,500
41,500,500
48,500,500
44,550,500
36,500,500
48,300,500
31,550,500
43,500,500
27,550,500
37,500,500
47,400,500
34,550,500
48,500,500
64,250,500
33,650,500
29,750,500
39,800,500
47,500,500
50,450,500
44,550,500
48,550,500
53,550,500
49,500,500
41,450,500
44,500,500
40,200,500
33,500,500
29,650,500
55,400,500
34,550,500
44,200,500
28,650,500
42,550,500
35,350,500
36,500,500
33,2000,500
44,450,500
47,500,500
39,500,500
39,500,500
28,450,500
38,550,500
38,500,500
45,550,500
38,500,500
30,550,500
42,500,500
47,550,500
41,550,500
49,500,500
42,550,500
40,450,500
31,250,500
44,550,500
41,550,500
42,550,500
60,300,500
48,400,500
40,550,500
40,500,500
38,650,500
33,500,500
40,650,500
49,600,500
46,650,500
39,250,500
55,500,500
52,600,500
36,500,500
57,500,500
39,600,500
49,950,500
49,400,500
33,550,500
39,600,500
31,500,500
29,500,500
40,650,500
41,550,500
44,650,500
42,400,500
41,650,500
45,500,500
38,650,500
34,550,500
42,650,500
37,550,500
48,500,500
48,650,500
37,600,500
33,450,500
50,500,500
24,550,500
33,400,500
47,550,500
45,550,500
42,450,500
41,750,500
39,450,500
33,650,500
35,500,500
29,650,500
40,350,500
53,400,500
40,400,500
38,600,500
40,400,500
44,600,500
43,350,500
39,550,500
39,500,500
44,200,500
49,650,500
36,550,500
34,600,500
32,650,500
44,650,500
42,550,500
42,450,500
36,400,500
40,500,500
56,400,500
38,450,500
39,550,500
30,550,500
41,650,500
46,350,500
36,650,500
43,500,500
56,400,500
33,650,500
40,500,500
40,450,500
35,450,500
50,550,500
35,650,500
46,500,500
42,600,500
36,300,500
48,500,500
38,500,500
39,400,500
42,500,500
48,550,500
35,650,500
54,550,500
48,600,500
32,500,500
26,550,500
24,650,500
33,500,500
41,650,500
38,550,500
36,550,500
43,500,500
37,550,500
35,500,500
46,500,500
44,450,500
34,650,500
27,550,500
40,550,500
26,600,500
49,350,500
44,650,500
35,450,500
27,650,500
38,450,500
48,550,500
45,600,500
39,500,500
42,500,500
30,400,500
33,450,500
43,500,500
39,650,500
38,550,500
46,500,500
26,400,500
39,550,500
55,550,500
46,500,500
42,550,500
50,500,500
25,550,500
45,550,500
39,450,500
44,500,500
47,600,500
53,500,500
51,450,500
48,700,500
35,350,500
36,450,500
39,650,500
41,350,500
33,650,500
43,650,500
38,650,500
46,550,500
32,500,500
41,550,500
51,750,500
36,500,500
48,650,500
25,350,500
22,650,500
29,650,500
42,550,500
47,500,500
44,450,500
40,600,500
50,650,500
51,450,500
45,500,500
35,500,500
37,550,500
66,650,500
44,350,500
40,650,500
32,250,500
43,650,500
28,600,500
39,450,500
49,450,500
37,650,500
29,500,500
56,500,500
29,200,500
26,450,500
34,550,500
34,600,500
34,400,500
44,450,500
33,300,500
47,500,500
39,800,500
42,450,500
49,750,500
41,650,500
37,500,500
38,400,500
43,550,500
24,550,500
40,500,500
40,450,500
35,550,500
39,500,500
46,500,500
42,550,500
44,550,500
39,450,500
29,200,500
38,500,500
40,400,500
44,350,500
45,500,500
59,600,500
46,500,500
37,500,500
45,650,500
49,650,500
43,500,500
41,500,500
50,350,500
46,600,500
43,500,500
41,550,500
35,500,500
28,550,500
34,550,500
28,600,500
30,550,500
41,750,500
42,550,500
46,400,500
31,450,500
49,500,500
50,500,500
35,500,500
36,850,500
38,400,500
48,550,500
43,450,500
41,500,500
48,450,500
35,200,500
42,950,500
38,550,500
39,350,500
39,400,500
43,650,500
32,650,500
40,650,500
47,650,500
37,500,500
46,450,500
42,750,500
42,500,500
46,450,500
37,450,500
45,550,500
45,400,500
46,500,500
48,200,500
52,500,500
46,550,500
43,500,500
52,450,500
41,500,500
48,500,500
38,300,500
44,450,500
57,400,500
28,550,500
34,600,500
58,500,500
47,500,500
41,350,500
31,550,500
31,600,500
39,400,500
52,450,500
50,650,500
39,450,500
29,650,500
38,650,500
32,550,500
46,450,500
36,500,500
41,650,500
35,500,500
28,550,500
45,200,500
31,850,500
48,200,500
36,450,500
43,550,500
36,550,500
45,650,500
57,550,500
46,500,500
44,550,500
27,350,500
48,550,500
53,400,500
38,550,500
38,500,500
45,550,500
45,500,500
32,450,500
32,550,550
49,500,550
45,650,550
32,650,550
35,500,550
43,550,550
49,550,550
34,400,550
45,500,550
41,550,550
48,450,550
41,550,550
50,550,550
32,500,550
40,600,550
44,550,550
48,400,550
48,400,550
36,500,550
41,550,550
41,450,550
40,550,550
37,550,550
51,350,550
38,550,550
43,550,550
31,650,550
37,500,550
50,450,550
32,600,550
50,600,550
37,600,550
36,600,550
57,450,550
54,450,550
35,600,550
39,550,550
39,600,550
35,400,550
48,650,550
28,500,550
43,500,550
51,400,550
49,550,550
43,550,550
34,650,550
38,600,550
52,500,550
48,450,550
50,550,550
40,550,550
39,550,550
49,400,550
50,550,550
36,550,550
49,200,550
47,550,550
33,800,550
35,650,550
40,500,550
31,600,550
42,550,550
45,500,550
41,550,550
44,400,550
41,550,550
27,500,550
47,650,550
43,550,550
50,550,550
43,500,550
42,550,550
53,400,550
56,650,550
58,550,550
45,500,550
51,600,550
49,750,550
57,650,550
48,550,550
